"date","water_temp_0to8m","thermocline_depth","epilimnetic_temp","irradiance_depth_at_5PAR","air_temp","global_radiation","max_windspeed","precipitation_tot","ammonium_ug","nitrate_mg","phosphate_ug","daphnia_ROIs_0p5x","daphnia_area_log10_mm2_0p5x","daphnia_maj_axis_len_mm_0p5x","daphnia_min_axis_len_mm_0p5x","eudiaptomus_ROIs_0p5x","eudiaptomus_area_log10_mm2_0p5x","eudiaptomus_maj_axis_len_mm_0p5x","eudiaptomus_min_axis_len_mm_0p5x","cyclops_ROIs_0p5x","cyclops_area_log10_mm2_0p5x","cyclops_maj_axis_len_mm_0p5x","cyclops_min_axis_len_mm_0p5x","nauplius_ROIs_0p5x","nauplius_area_log10_mm2_0p5x","nauplius_maj_axis_len_mm_0p5x","nauplius_min_axis_len_mm_0p5x","ciliates_ROIs_5p0x","ciliates_area_log10_mm2_5p0x_weightedmean","ciliates_area_log10_mm2_5p0x_mean","ciliates_maj_axis_len_mm_5p0x_mean","ciliates_maj_axis_len_mm_5p0x_weightedmean","ciliates_min_axis_len_mm_5p0x_weightedmean","ciliates_min_axis_len_mm_5p0x_mean","rotifers_ROIs_0p5x","rotifers_area_log10_mm2_0p5x_weightedmean","rotifers_area_log10_mm2_0p5x_mean","rotifers_maj_axis_len_mm_0p5x_mean","rotifers_maj_axis_len_mm_0p5x_weightedmean","rotifers_min_axis_len_mm_0p5x_weightedmean","rotifers_min_axis_len_mm_0p5x_mean","dinobryon_ROIs_0p5x","dinobryon_area_log10_mm2_5p0x","dinobryon_maj_axis_len_mm_5p0x","dinobryon_min_axis_len_mm_5p0x","uroglena_ROIs_0p5x","uroglena_area_log10_mm2_0p5x","uroglena_maj_axis_len_mm_0p5x","uroglena_min_axis_len_mm_0p5x","ceratium_ROIs_0p5x","ceratium_area_log10_mm2_0p5x","ceratium_maj_axis_len_mm_0p5x","ceratium_min_axis_len_mm_0p5x","centric_diatom_ROIs_5p0x","centric_diatom_area_log10_mm2_5p0x","centric_diatom_maj_axis_len_mm_5p0x","centric_diatom_min_axis_len_mm_5p0x","cryptophyceae_ROIs_5p0x","cryptophyceae_area_log10_mm2_5p0x_weightedmean","cryptophyceae_area_log10_mm2_5p0x_mean","cryptophyceae_maj_axis_len_mm_5p0x_mean","cryptophyceae_maj_axis_len_mm_5p0x_weightedmean","cryptophyceae_min_axis_len_mm_5p0x_weightedmean","cryptophyceae_min_axis_len_mm_5p0x_mean","rhodomonas_ROIs_5p0x","rhodomonas_area_log10_mm2_5p0x","rhodomonas_maj_axis_len_mm_5p0x","rhodomonas_min_axis_len_mm_5p0x","chlorophytes_ROIs_5p0x","chlorophytes_area_log10_mm2_5p0x","chlorophytes_maj_axis_len_mm_5p0x","chlorophytes_min_axis_len_mm_5p0x"
"2019-03-23",6.347609125,2.202195375,7.38734225,5.1275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-03-24",6.506589,2.18680383333333,7.88543166666667,4.33125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-03-25",5.954534625,10.138301625,6.24350525,4.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-03-26",5.53587366666667,17.23,5.53134666666667,NA,NA,NA,NA,NA,NA,NA,NA,0.0195833333333333,-0.430922053421442,1.10011927763119,0.553096168182616,0.0270833333333333,-0.466649437341328,1.1830370500656,0.630672964514744,0.095,-0.558860638115183,1.04081172856411,0.462508038408803,0.115833333333333,-1.10349552949902,0.407065141730204,0.266563353798377,0.00812499999999999,-2.98548840525407,-2.96603690475682,0.044323496615486,0.0438255651317715,0.0353714653944159,0.035931737570889,0.327083333333334,-1.58623565456739,-1.505342433619,0.311998300236268,0.260817706809031,0.143337389884285,0.161416203735053,0.00958333333333333,-2.87632313315923,0.0630147818338205,0.0314476507896548,0.000833333333333333,-1.73126949025198,0.171154544855104,0.139068840107696,0.00125,-1.70425350200822,0.236296893707802,0.11922426094117,0.0175,-2.99365773963833,0.0401222242957562,0.0317191318635457,0.225208333333334,-3.30512708724267,-3.30886416476662,0.033258709484567,0.0332690504613223,0.0186556493695651,0.0185351057857973,0.0474305555555556,-3.82518366259581,0.0165140868670495,0.0115735298466518,0.0384027777777778,-3.66780902785654,0.0171580047064978,0.0154355259680434
"2019-03-27",6.3815495,17.23,6.1290255,4.82875,NA,NA,NA,NA,NA,NA,NA,0.0129166666666667,-0.416476499725435,1.18810030103068,0.582418196599175,0.0391666666666667,-0.498319363995303,1.17382415725038,0.585606727550671,0.110416666666667,-0.585669881193991,0.991034776860701,0.45428296835506,0.1675,-1.11065054069056,0.403565781524989,0.26561095751328,0.00993055555555556,-3.09606718605246,-2.87713380034289,0.0508485263438858,0.0374716940504971,0.0314699707810007,0.0409394320637477,0.484583333333333,-1.5798858005234,-1.43463541614501,0.331802853521784,0.264106472201659,0.14432158823141,0.184275623812358,0.0116666666666667,-2.92384091789576,0.0580504869794536,0.0318173449931284,0.00166666666666667,-1.6570619990361,0.178349844820446,0.156044276128796,0.000833333333333333,-1.60869748692279,0.31100629949257,0.134321802814871,0.00798611111111111,-3.02625559361662,0.0388190739552573,0.0308504231931667,0.291736111111111,-3.29232888020795,-3.29902935802058,0.0335469581944278,0.0338198429101578,0.0188837439391667,0.0187619792797615,0.0545833333333333,-3.83646808360172,0.0161437150933031,0.0115327362430025,0.0616666666666667,-3.66072193326168,0.0173033468078509,0.0156247627158279
"2019-03-28",6.229191,17.23,6.0104735,5.585625,NA,NA,NA,NA,NA,NA,NA,0.00875,-0.853587178261747,0.765612981225018,0.377782799077514,0.0541666666666667,-0.506834723218026,1.11665005396746,0.589248808098632,0.0929166666666667,-0.541548891308249,1.05050468032075,0.484592988481227,0.155416666666667,-1.11068335708904,0.408649964691756,0.263150428993041,0.0109027777777778,-3.0163018822191,-2.86307468996386,0.0522772278133795,0.0417612549021848,0.0344959637533402,0.0415760717635744,0.444166666666666,-1.59945320728752,-1.4561161768451,0.330260892163307,0.2565367971327,0.140451532417905,0.186684588503417,0.00625,-2.80316308689146,0.0643550806932011,0.0344002738229966,0.000833333333333333,-1.81642611424038,0.174797316107624,0.117739833704589,0.00166666666666667,-1.57542443655816,0.269221205592977,0.173627195023514,0.0124305555555556,-3.03275885314394,0.0377137358963547,0.0310794949692536,0.157152777777777,-3.27795559284658,-3.28377978008872,0.0341157758287828,0.0343626134312815,0.0192070298843253,0.0191640583729432,0.0252777777777778,-3.82903751693152,0.0161687831922429,0.011720557812238,0.0485416666666667,-3.66936811860957,0.0171251268508629,0.0154281618725574
"2019-03-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0108333333333333,-0.563812434055023,0.959123940421804,0.478513631736164,0.0366666666666667,-0.407407763728757,1.22735479478843,0.649896037903158,0.0908333333333333,-0.595612924277863,0.979682087452567,0.451480273695632,0.13875,-1.12378909940694,0.395502340797723,0.260338901767757,0.0100694444444444,-3.08382592322843,-2.94031232431309,0.0450417580871474,0.0387463566884729,0.0322432738919522,0.036559613800722,0.496666666666667,-1.60573460219843,-1.543066704251,0.296201158397412,0.251768966552161,0.138368495458532,0.147536024895448,0.00666666666666667,-2.93412054629444,0.0600149617835248,0.0294871909286538,0.000833333333333333,-1.87176944092179,0.143213279025282,0.121242912559318,0.000416666666666667,-1.63489930886334,0.239834057996673,0.148904156702352,0.00972222222222222,-3.02788909282651,0.0390930290321256,0.0303980327181585,0.197916666666666,-3.28119415060845,-3.29387781498167,0.0337220356919761,0.0342293506392594,0.0191522719816745,0.0189179281941055,0.0443055555555556,-3.83681635470547,0.0161394221806307,0.011525687161236,0.0611111111111111,-3.64478555742762,0.0175976164035988,0.0158561464646468
"2019-03-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0516666666666667,-0.673488879256015,0.9491039772111,0.426363663957995,0.0570833333333333,-0.441730768748248,1.12241468549022,0.628478289459933,0.302083333333333,-0.537892866215479,1.05594423673184,0.480263614666121,0.203333333333333,-1.18699039454083,0.365566538310842,0.248943833563764,0.00861111111111112,-3.19242173866547,-2.85564120069469,0.0568612524802202,0.034217762983871,0.0273748256451613,0.0430974942199863,0.33375,-1.61842874362877,-1.47292631875526,0.333336112533361,0.258696055267404,0.13498354018308,0.181305693055872,0.0183333333333333,-2.9287766910188,0.0542532246666667,0.0294189873333333,0.000416666666666667,-1.70849883866673,0.171517213037139,0.14767677918878,0.000416666666666667,-1.70256691937628,0.3961105411277,0.153194785293079,0.00534722222222222,-3.09775297551314,0.0354303998701299,0.0283004974025974,0.553958333333333,-3.33516236729368,-3.34476804271724,0.0320951664348535,0.0324196619493544,0.017928945485897,0.0177249396776441,0.157638888888889,-3.83817855536213,0.0162746176740088,0.011410949639207,0.0836805555555555,-3.65161963964536,0.0175813128381743,0.0157207885883817
"2019-03-31",7.564806,2.049023,8.903515,NA,NA,NA,NA,NA,NA,NA,NA,0.0169565217391304,-0.568608337956509,1.0040497976917,0.48681010423738,0.0456521739130435,-0.510061929749754,1.11618086688735,0.609414737138215,0.181304347826087,-0.630686554128565,0.965753262480634,0.438621191254928,0.356086956521739,-1.20269243927383,0.36249833872514,0.241312071373911,0.0110869565217391,-3.22714495911932,-2.88417824797772,0.0493645102983652,0.0308893439215686,0.0256700311111111,0.0407232971236045,0.501304347826087,-1.61522325525572,-1.44343629951317,0.341248585647396,0.254438763934306,0.137517835495327,0.190635381620088,0.0126086956521739,-2.74543499198535,0.0573802485714286,0.0396197385714286,0.00173913043478261,-1.62651808359274,0.248420166612759,0.17701041027451,NA,NA,NA,NA,0.00514492753623188,-3.1523078515921,0.0326882947887324,0.0270780556338028,0.709710144927536,-3.35378191898904,-3.36243137887093,0.0314619251428137,0.0317396499652849,0.017506510883398,0.0173312660782794,0.136014492753623,-3.83919514288035,0.0162442344219499,0.011403161326585,0.0860869565217391,-3.68106155770274,0.0170021487542088,0.0152324917895623
"2019-04-01",7.14100183333333,2.501317,8.30413416666667,4.67625,NA,NA,NA,NA,NA,NA,NA,0.0175,-0.716587982171556,0.9651919126897,0.411405515349281,0.0675,-0.513817503906613,1.11410976219642,0.589387218266218,0.195,-0.590411958863944,1.00536508446633,0.460088751369764,0.301666666666667,-1.17271225622008,0.37813305841848,0.247287535764063,0.0138194444444444,-3.18471594362657,-2.88281994816511,0.0509763190525597,0.0331155441708543,0.0272161914572865,0.0397166641951912,0.584583333333333,-1.61064679935081,-1.43595440650723,0.342241481621735,0.256677052953225,0.137437840043334,0.189870052536647,0.0120833333333333,-2.70872927210756,0.064882948,0.034673164,0.000833333333333333,-1.71321714611386,0.174226574900772,0.145814858099119,0.00125,-1.64216192763923,0.263599946484526,0.165130981941027,0.00368055555555556,-3.1044231545204,0.0342959486792453,0.0289485833962264,0.334652777777778,-3.33112682765932,-3.34672912916948,0.0319608369622646,0.0325520698588919,0.017939229383482,0.0176572507596537,0.0808333333333333,-3.84094663155372,0.0161661026804124,0.011401711725945,0.0575,-3.66723095222814,0.01727809,0.0153564543635266
"2019-04-02",8.07987775,4.040489125,9.090069625,4.2125,NA,NA,NA,NA,NA,NA,NA,0.0308333333333333,-0.674818719870628,0.927045198614431,0.424096186088288,0.0529166666666667,-0.46887423167705,1.17632933485753,0.607645191347451,0.2525,-0.591704193297791,0.997743855900556,0.458447217974833,0.398333333333333,-1.20115129134515,0.358195638386796,0.243972320934734,0.0129861111111111,-3.24112275145912,-3.05593575389253,0.0397213373692779,0.03067201828877,0.0252122835828877,0.032870760346593,0.3625,-1.60501282809748,-1.50243284716039,0.341964662949388,0.267987606134936,0.135797535252739,0.160379963387192,0.0133333333333333,-2.91932560144895,0.0532964016666667,0.03594279,0.00208333333333333,-1.58437142869488,0.213909443696214,0.163021410696779,0.000416666666666667,-1.69340600579095,0.238549662868633,0.161881906439412,0.00375,-3.15530434668926,0.0327603766666667,0.0267458051851852,0.433125,-3.34384488001024,-3.35611390582097,0.0316113545002009,0.0320317538977073,0.0177255909294532,0.0174742010660549,0.0892361111111111,-3.83748794748172,0.0162470082412451,0.0114374365922179,0.0575,-3.69435155091303,0.016859633115942,0.0149209978599034
"2019-04-03",7.47589575,5.937586875,8.514428,4.325,NA,NA,NA,NA,NA,NA,NA,0.0245833333333333,-0.579748546079458,0.953482414178908,0.467019121940295,0.0633333333333333,-0.507786872693905,1.09844572858834,0.597734882932224,0.17625,-0.628315749002679,0.944842316826753,0.432583950391816,0.385416666666667,-1.19993840947748,0.363067617343175,0.24116426808082,0.0148611111111111,-3.16672415813027,-3.00311871923704,0.0425888290887912,0.0338213342056074,0.0276464110373832,0.0338703194993967,0.466666666666667,-1.6243971945948,-1.42794311377873,0.355385627448461,0.24954284605909,0.135355765236685,0.192300054086521,0.00791666666666667,-2.90433218095649,0.059575612,0.0322756293333333,0.00208333333333333,-1.47073394885332,0.224052163473593,0.177741562928512,NA,NA,NA,NA,0.00368055555555556,-3.11410467792612,0.0342633520754717,0.0282340833962264,0.370625,-3.34136236541737,-3.35202500459187,0.0316939792173519,0.0320674224227094,0.0177959492606333,0.0176056969049545,0.0546527777777778,-3.83836179664985,0.0162122305336722,0.011436376678526,0.0481944444444444,-3.72013255012545,0.0164429678242075,0.0144127337853026
"2019-04-04",7.518456375,6.92446875,7.880426625,2.6775,NA,NA,NA,NA,NA,NA,NA,0.00875,-0.771872061578794,0.866443489909376,0.39236730701222,0.0383333333333333,-0.541260752341763,1.12138950941926,0.55803447521543,0.0966666666666667,-0.599222604301403,0.991315368277641,0.451719744962004,0.277916666666667,-1.17350627224576,0.37335035370875,0.247728680584484,0.0154166666666667,-3.09142948013303,-2.89773086332681,0.0484962494995578,0.0378619233333333,0.0301597148198198,0.0388968126945888,0.425416666666667,-1.61188400337775,-1.43844422773132,0.341222379172471,0.255505254731391,0.137576880663302,0.189206928823034,0.0075,-2.70033758198057,0.0639378111111111,0.0424271411111111,0.000416666666666667,-1.8625484048913,0.145858243291168,0.120346431101093,0.00125,-1.71798727824377,0.238187589990843,0.113103472379418,0.00388888888888889,-3.07856751429844,0.0359368530357143,0.0292736057142857,0.186319444444445,-3.31251454414241,-3.32585905990145,0.0327470509007769,0.0332663341557957,0.0182938511032426,0.0180512221089557,0.0267361111111111,-3.83110871148523,0.0161875411428571,0.0116476397688312,0.0368055555555556,-3.71664831992899,0.0163885120754717,0.0144991216641509
"2019-04-05",8.278666625,8.8848665,8.381669375,4.025,NA,NA,NA,NA,NA,NA,NA,0.0233333333333333,-0.432410927255571,1.09892596512709,0.605473554073751,0.06625,-0.4826465017853,1.12446881363661,0.592849520217577,0.187916666666667,-0.621598426446752,0.936079469347919,0.444319906345074,0.535833333333333,-1.22492370669393,0.347395074895782,0.236441629783251,0.0132638888888889,-3.25764641894821,-3.00541708533129,0.0429895955576795,0.029621319895288,0.0251750668586387,0.0363847267804149,0.506666666666667,-1.61267303021115,-1.47089718260791,0.342266423630434,0.252423357754201,0.13729608779026,0.188160998635184,0.00833333333333333,-2.91604029600449,0.0560440028571429,0.0321932657142857,0.00208333333333333,-1.65133958950784,0.198095909366987,0.147409897805308,0.000416666666666667,-1.76685661002256,0.200613279875656,0.122311832274943,0.0025,-3.1141504419167,0.0344017963888889,0.0271925819444444,0.323055555555555,-3.33079428267364,-3.33460406294933,0.0324371450773522,0.0325806589445399,0.0179345880116079,0.0178523906859649,0.0448611111111111,-3.83895730770746,0.0161508200928793,0.0114688715386997,0.0409027777777778,-3.7306760530959,0.0161728389303905,0.0143205102512733
"2019-04-06",8.194972,5.524580125,8.66318125,4.5375,NA,NA,NA,NA,NA,NA,NA,0.02625,-0.589327058007716,0.959518499706254,0.497099194370475,0.065,-0.464364850363772,1.14008758261723,0.623900277345766,0.21625,-0.611433332044394,0.960674360453126,0.433678905782273,0.6375,-1.23662972318326,0.343813308700786,0.234549756148,0.0111111111111111,-3.26479100346559,-2.9742832427405,0.0444228205578516,0.0298661260625,0.025104596125,0.0360995501322818,0.439166666666667,-1.60349924112338,-1.41402402648605,0.356239140174823,0.25417128483927,0.138500803444318,0.218400499082432,0.00666666666666667,-2.96807055823937,0.0592856407692308,0.0289366453846154,0.00166666666666667,-1.45844808751444,0.230041425940576,0.186680603645932,0.000833333333333333,-1.62003203132107,0.240269941265742,0.196826570503926,0.00166666666666667,-3.07029244953983,0.0368182429166667,0.0293922191666667,0.247013888888889,-3.32587618524431,-3.3349973672555,0.0324100002009311,0.0326719900281136,0.0180863235338769,0.0179017316013375,0.0590277777777778,-3.84072507480813,0.0161541277176471,0.0114159116094118,0.0372222222222222,-3.73905212889339,0.0160501225970149,0.0141440219291045
"2019-04-07",8.18546025,5.7099755,8.715435375,4.5675,NA,NA,NA,NA,NA,NA,NA,0.035,-0.461703142964002,1.04164785391977,0.568399166298219,0.04875,-0.468362277686794,1.17497486253119,0.573065808372814,0.153333333333333,-0.56830981402601,0.993393096747839,0.460832754929866,0.63875,-1.22856376629019,0.346186475801085,0.235383469583991,0.0108333333333333,-3.27355507498595,-3.01024903381936,0.0407201670746555,0.0293182215384616,0.0248976901923077,0.0342468210774136,0.4525,-1.61012655961103,-1.45346723732603,0.352258537233565,0.246475863105826,0.136857683586657,0.184232079036702,0.005,-2.5130640819345,0.07132573375,0.04874066,0.000833333333333333,-1.61898930697405,0.19974051149896,0.158103523852657,0.000833333333333333,-1.99197074706668,0.23314560795459,0.0790739236636957,0.00270833333333333,-3.08054638718172,0.035401158974359,0.0292357774358974,0.184861111111111,-3.32002922248588,-3.32887904550136,0.0325408457463554,0.0328710961532683,0.0182075401089406,0.0180311777678894,0.0613888888888889,-3.84040785682116,0.0162986235859729,0.0113358834807692,0.0315972222222222,-3.74208426928903,0.015953361032967,0.0141136673098901
"2019-04-08",8.378585625,3.835486375,9.0881535,4.72125,NA,NA,NA,NA,NA,NA,NA,0.01375,-0.612859670149088,0.909317906656004,0.495743552921725,0.0383333333333333,-0.453079516123913,1.17386686230771,0.591226556740618,0.128333333333333,-0.598159337157395,0.952854681854316,0.449271758029403,0.447916666666667,-1.2196294693863,0.348869529192387,0.239338983561325,0.00951388888888889,-3.19644607534003,-2.93586958670188,0.0480901328172198,0.0328585124087591,0.027448180729927,0.0395146753270803,0.49375,-1.61139806673441,-1.59924615399961,0.282718068474788,0.248932496363528,0.135385404811379,0.133196893935378,0.00625,-2.84685566818531,0.0633594471428571,0.03174346,0.000416666666666667,-1.87488714621262,0.137988878788242,0.126295665117011,0.000416666666666667,-1.85530999596738,0.215479540830902,0.0928673732334481,0.00319444444444444,-3.01679727264979,0.03899392,0.0310964469565217,0.215069444444444,-3.31938259716811,-3.33308021847638,0.0324603417184014,0.0329590345883113,0.0182235454223442,0.0179673311831919,0.0501388888888889,-3.83994879462426,0.0162074791689751,0.0114052692825485,0.0335416666666667,-3.75617488326902,0.0157801939772257,0.0138869356024845
