,date,global_radiation,water_temp
67,2019-05-19,170.608391608392,NA
68,2019-05-20,45.0972222222222,12.777294
69,2019-05-21,92.6344827586207,12.326125
70,2019-05-22,251.555555555556,12.6771225
71,2019-05-23,344.986013986014,12.91711
72,2019-05-24,301.951388888889,13.26806625
73,2019-05-25,106.552447552448,13.79790125
74,2019-05-26,231.611111111111,13.78302875
75,2019-05-27,231.636363636364,13.82223625
76,2019-05-28,91.7847222222222,13.7426025
77,2019-05-29,161.097902097902,14.2416325
78,2019-05-30,270.9375,14.34253125
79,2019-05-31,327.727272727273,14.58693
80,2019-06-01,324.840277777778,14.86842875
81,2019-06-02,305.482517482517,15.6199825
82,2019-06-03,274.013888888889,15.37784125
83,2019-06-04,246.531468531469,15.9680575
84,2019-06-05,291.229166666667,16.30669625
85,2019-06-06,117.569444444444,15.44752625
86,2019-06-07,281.496503496504,15.32942375
87,2019-06-08,272.361111111111,16.65778625
88,2019-06-09,114.517482517483,16.59301375
89,2019-06-10,68.8611111111111,16.52676125
90,2019-06-11,127.706293706294,16.3394075
91,2019-06-12,240.673611111111,16.377595
92,2019-06-13,297.531468531469,16.837528
93,2019-06-14,255.666666666667,17.04445375
94,2019-06-15,263.72027972028,17.0945685714286
95,2019-06-16,241.222222222222,18.31223
96,2019-06-17,303.832167832168,NA
97,2019-06-18,249.243055555556,NA
98,2019-06-19,241.468531468531,18.009395
99,2019-06-20,168.222222222222,18.869895
100,2019-06-21,210.13986013986,18.35647625
101,2019-06-22,109.201388888889,18.417305
102,2019-06-23,255.930555555556,18.56424875
103,2019-06-24,303.552447552448,18.93363
104,2019-06-25,232.125,19.17946875
105,2019-06-26,264.398601398601,19.80623375
106,2019-06-27,247.555555555556,20.0198257142857
107,2019-06-28,355.062937062937,19.91070875
108,2019-06-29,368.666666666667,20.056085
109,2019-06-30,250.321678321678,20.4035725
110,2019-07-01,332.451388888889,20.9038575
111,2019-07-02,168.573426573427,21.16262125
112,2019-07-03,249.305555555556,20.4896375
113,2019-07-04,318.167832167832,20.0251066666667
114,2019-07-05,239.027777777778,20.877958
115,2019-07-06,181.433566433566,20.98512875
116,2019-07-07,232.618055555556,20.68408625
117,2019-07-08,181.545454545455,20.61036625
118,2019-07-09,219.479166666667,20.09024875
119,2019-07-10,359.486111111111,19.9166883333333
120,2019-07-11,142.293706293706,20.0866316666667
121,2019-07-12,193.208333333333,20.2319775
122,2019-07-13,284.307692307692,19.75857125
123,2019-07-14,293.347222222222,19.640985
124,2019-07-15,198.654929577465,19.418505
125,2019-07-16,331.861111111111,19.7769475
126,2019-07-17,318.440559440559,19.88398875
127,2019-07-18,299.659722222222,20.18240625
128,2019-07-19,273.440559440559,20.2915875
129,2019-07-20,272.708333333333,20.4821025
130,2019-07-21,196.706293706294,20.7391925
131,2019-07-22,264.798611111111,21.0014533333333
132,2019-07-23,241.041958041958,20.96593875
133,2019-07-24,234.479166666667,21.12410375
134,2019-07-25,232.965034965035,21.35500625
135,2019-07-26,270.520833333333,21.49629
136,2019-07-27,206.41958041958,21.454925
137,2019-07-28,59.0625,20.69808625
138,2019-07-29,262.895104895105,21.2512125
139,2019-07-30,322.083333333333,20.82846
140,2019-07-31,171.680555555556,21.36107125
141,2019-08-01,309.321678321678,21.15533125
142,2019-08-02,122.916666666667,21.1289016666667
143,2019-08-03,294.146853146853,20.82694625
144,2019-08-04,304.423611111111,21.2914125
145,2019-08-05,255.79020979021,21.2686325
146,2019-08-06,123.993055555556,21.65444
147,2019-08-07,60.3286713286713,21.23243
148,2019-08-08,272.923611111111,21.128635
149,2019-08-09,268.566433566434,21.130275
150,2019-08-10,105.909722222222,21.60417375
151,2019-08-11,274.559440559441,21.11748375
152,2019-08-12,75.3888888888889,20.943775
153,2019-08-13,144.118881118881,21.04886375
154,2019-08-14,295.25,20.9208857142857
155,2019-08-15,132.659722222222,NA
156,2019-08-16,282.839160839161,20.978716
157,2019-08-17,132.75,20.9033475
158,2019-08-18,303.41958041958,20.71923625
159,2019-08-19,118.916666666667,20.76613625
160,2019-08-20,33.5244755244755,20.4268475
161,2019-08-21,173.354166666667,20.41122375
162,2019-08-22,80.2797202797203,20.10015125
163,2019-08-23,95.4583333333333,19.9647825
164,2019-08-24,196.293706293706,20.0549575
165,2019-08-25,269.625,20.13019875
166,2019-08-26,278.832167832168,20.2635285714286
167,2019-08-27,265.041666666667,20.37481125
168,2019-08-28,204.363636363636,20.61278375
169,2019-08-29,169.104166666667,21.18111625
170,2019-08-30,273.673611111111,20.5136175
171,2019-08-31,225.426573426573,20.95250875
172,2019-09-01,112.594405594406,20.8860625
173,2019-09-02,33.4895104895105,20.62727625
174,2019-09-03,230.604166666667,20.279935
175,2019-09-04,249.706293706294,20.365515
176,2019-09-05,56.8333333333333,20.111235
177,2019-09-06,55.6028368794326,19.82443375
178,2019-09-07,164.909722222222,19.7577883333333
179,2019-09-08,50.7622377622378,19.37283125
180,2019-09-09,153.972222222222,18.91574625
181,2019-09-10,206.643356643357,18.8329725
182,2019-09-11,210.361111111111,18.76678375
183,2019-09-12,251.538461538462,19.006275
184,2019-09-13,248.090277777778,19.1156385714286
185,2019-09-14,214.069444444444,NA
186,2019-09-15,226.062937062937,NA
187,2019-09-16,231.708333333333,19.43712
188,2019-09-17,233.965034965035,19.311445
189,2019-09-18,152.520833333333,19.008845
190,2019-09-19,233.244755244755,18.8065675
191,2019-09-20,230.395833333333,18.6011933333333
192,2019-09-21,222.468531468531,18.6089975
193,2019-09-22,170.236111111111,18.7077425
194,2019-09-23,89.5034965034965,18.62775125
195,2019-09-24,100.270833333333,18.51049625
196,2019-09-25,157.538461538462,18.426615
197,2019-09-26,84.2569444444444,18.38717875
198,2019-09-27,155.160839160839,18.30339125
199,2019-09-28,156.236111111111,18.078285
200,2019-09-29,203.874125874126,18.1674025
201,2019-09-30,127.375,17.57288
202,2019-10-01,190.069444444444,17.8107633333333
203,2019-10-02,88.4405594405594,17.616115
204,2019-10-03,154.881944444444,17.474295
205,2019-10-04,42.5454545454545,17.2732266666667
206,2019-10-05,74.9444444444444,NA
207,2019-10-06,53.0559440559441,NA
208,2019-10-07,145.784722222222,16.557282
209,2019-10-08,99.7062937062937,16.4037925
210,2019-10-09,20.3541666666667,16.2834
211,2019-10-10,114.041958041958,15.85279
212,2019-10-11,176.166666666667,15.69606125
213,2019-10-12,159.146853146853,15.77339125
214,2019-10-13,142.006944444444,15.83993
215,2019-10-14,161.482517482517,15.78356625
216,2019-10-15,51.9513888888889,15.64955875
217,2019-10-16,166.51048951049,15.44082375
218,2019-10-17,143.527777777778,15.3985671428571
219,2019-10-18,68.2361111111111,15.45646625
220,2019-10-19,74.4265734265734,15.371705
221,2019-10-20,84.3263888888889,15.26176
222,2019-10-21,73.5874125874126,15.19050625
223,2019-10-22,39.125,15.17621375
224,2019-10-23,99.8461538461538,15.12968875
225,2019-10-24,53.875,15.066015
226,2019-10-25,83.3076923076923,15.05681125
227,2019-10-26,94.3055555555556,15.03038625
228,2019-10-27,113.14598540146,14.99975375
229,2019-10-28,25.4166666666667,15.00427875
230,2019-10-29,24.4545454545455,14.6487666666667
231,2019-10-30,22.8819444444444,14.403735
232,2019-10-31,29.2797202797203,14.1209525
233,2019-11-01,41.2083333333333,13.948845
234,2019-11-02,68.2430555555556,13.9397625
235,2019-11-03,29.5664335664336,13.86858625
236,2019-11-04,82.1111111111111,13.6175875
237,2019-11-05,80.6713286713287,13.48645375
238,2019-11-06,51.0555555555556,13.32502125
239,2019-11-07,45.993006993007,13.0721425
240,2019-11-08,18.8611111111111,12.8449025
241,2019-11-09,53.2307692307692,12.5995585714286
242,2019-11-10,46.5486111111111,12.3444425
243,2019-11-11,73.986013986014,12.10026125
244,2019-11-12,72.7152777777778,11.9014671428571
245,2019-11-13,51.3076923076923,11.63233
246,2019-11-14,57.2222222222222,11.435268
247,2019-11-15,42.3706293706294,11.11299
248,2019-11-16,51.8888888888889,10.9165675
249,2019-11-17,17.7972027972028,10.7017225
250,2019-11-18,88.1875,10.5300475
251,2019-11-19,54.6944444444444,10.3546575
252,2019-11-20,19.7062937062937,10.20526
253,2019-11-21,20.8333333333333,10.072935
254,2019-11-22,79.0909090909091,9.9290155
255,2019-11-23,21.1180555555556,9.696141
256,2019-11-24,40.5314685314685,9.579132
257,2019-11-25,20.1736111111111,9.52824575
258,2019-11-26,55.8251748251748,9.5006845
259,2019-11-27,42.6319444444444,9.445922
260,2019-11-28,20.8811188811189,9.36838866666667
261,2019-11-29,17.7569444444444,9.26032525
262,2019-11-30,72.041958041958,9.18245375
263,2019-12-01,24.375,9.0058545
264,2019-12-02,14.6293706293706,8.8609455
265,2019-12-03,81.4444444444444,8.60251875
266,2019-12-04,34.9090909090909,8.39003475
267,2019-12-05,23.5694444444444,8.229855
268,2019-12-06,40.8541666666667,8.08394225
269,2019-12-07,34.7412587412587,8.01222925
270,2019-12-08,71.9236111111111,8.01195075
271,2019-12-09,26.7972027972028,7.9248755
272,2019-12-10,65.5347222222222,7.81272
273,2019-12-11,21.7132867132867,7.6384735
274,2019-12-12,44.0416666666667,7.5543685
275,2019-12-13,21.986013986014,7.4132185
276,2019-12-14,36.3263888888889,7.3121005
277,2019-12-15,40.8531468531469,7.2688405
278,2019-12-16,44.0972222222222,7.2323285
279,2019-12-17,31.1468531468531,7.16731975
280,2019-12-18,44.6666666666667,7.12918975
281,2019-12-19,36.4405594405594,7.0855485
282,2019-12-20,18.3263888888889,7.0205125
283,2019-12-21,31.6736111111111,6.98897633333333
284,2019-12-22,20.1818181818182,6.945185
285,2019-12-23,18.6597222222222,6.896964
286,2019-12-24,13.1398601398601,6.851615
287,2019-12-25,28.0763888888889,6.81974625
288,2019-12-26,32.4965034965035,6.782367
289,2019-12-27,17.1597222222222,6.744968
290,2019-12-28,38.0909090909091,6.736814
291,2019-12-29,75.1458333333333,6.6183655
292,2019-12-30,24.6503496503496,6.51357875
293,2019-12-31,19.043795620438,6.41404075
294,2020-01-01,13.6993006993007,6.35725375
295,2020-01-02,16.1458333333333,6.292592
296,2020-01-03,54.0909090909091,6.21375925
297,2020-01-04,23.4722222222222,6.212105
298,2020-01-05,82.1805555555556,6.160389
299,2020-01-06,42.7622377622378,6.10967675
300,2020-01-07,25.2152777777778,6.06860275
301,2020-01-08,55.3496503496503,6.0215415
302,2020-01-09,60.7708333333333,5.9414515
303,2020-01-10,58.2167832167832,5.89432175
304,2020-01-11,52.9861111111111,5.8764225
305,2020-01-12,62.2377622377622,5.81320225
306,2020-01-13,56.2361111111111,5.78085425
307,2020-01-14,78.4195804195804,5.73116375
308,2020-01-15,80.0833333333333,5.68818275
309,2020-01-16,86.1258741258741,NA
310,2020-01-17,33.2982456140351,5.6484365
311,2020-01-18,NA,5.6453585
312,2020-01-19,NA,5.58460675
313,2020-01-20,NA,5.48656
314,2020-01-21,NA,5.422593
315,2020-01-22,34.9875,5.34034875
316,2020-01-23,21.0769230769231,5.26503475
317,2020-01-24,41.4054054054054,5.19717025
318,2020-01-25,NA,5.14150275
319,2020-01-26,NA,5.05298625
320,2020-01-27,NA,5.09153625
321,2020-01-28,NA,5.06989575
322,2020-01-29,NA,4.9845085
323,2020-01-30,NA,5.00704725
324,2020-01-31,NA,5.09059025
325,2020-02-01,NA,5.17755575
326,2020-02-02,NA,5.14441975
327,2020-02-03,NA,5.23357275
328,2020-02-04,NA,5.325997
329,2020-02-05,NA,5.37644366666667
330,2020-02-06,170.822222222222,5.33045625
331,2020-02-07,128.972027972028,5.28083675
332,2020-02-08,107.340277777778,5.2687015
333,2020-02-09,119.86013986014,5.26638575
334,2020-02-10,54.0972222222222,5.34149175
335,2020-02-11,43.034965034965,5.37781325
336,2020-02-12,48.4444444444444,5.356487
337,2020-02-13,51.7132867132867,5.31174125
338,2020-02-14,82.4166666666667,5.29597133333333
339,2020-02-15,126.034965034965,5.321014
340,2020-02-16,60.4305555555556,5.40232025
341,2020-02-17,55.5314685314685,5.463238
342,2020-02-18,114.645833333333,5.51184375
343,2020-02-19,86.05,5.43891825
344,2020-02-20,133.138888888889,5.4689485
345,2020-02-21,121.479166666667,5.53197
346,2020-02-22,128.0,5.64149275
347,2020-02-23,47.6736111111111,5.817506
348,2020-02-24,140.776223776224,5.68526
349,2020-02-25,66.1875,5.6381745
350,2020-02-26,67.7132867132867,5.67437375
351,2020-02-27,46.375,5.625611
352,2020-02-28,153.426573426573,5.66352275
353,2020-02-29,114.951388888889,5.74582825
354,2020-03-01,164.559440559441,6.04318025
355,2020-03-02,49.6527777777778,6.0486815
356,2020-03-03,159.223776223776,5.815058
357,2020-03-04,111.298611111111,5.9121405
358,2020-03-05,28.2307692307692,6.0357525
359,2020-03-06,48.5277777777778,5.948996
360,2020-03-07,88.3216783216783,5.891672
361,2020-03-08,164.604166666667,5.9883715
362,2020-03-09,85.7482517482517,6.1521725
363,2020-03-10,34.2727272727273,6.101204
364,2020-03-11,99.1666666666667,6.1102145
365,2020-03-12,119.48951048951,6.39184325
366,2020-03-13,154.305555555556,NA
367,2020-03-14,91.2097902097902,NA
368,2020-03-15,197.506944444444,NA
369,2020-03-16,188.72027972028,6.641099
370,2020-03-17,163.819444444444,7.139014
371,2020-03-18,198.636363636364,6.9604295
372,2020-03-19,195.340277777778,7.313003
373,2020-03-20,173.447552447552,7.559171
374,2020-03-21,70.2222222222222,7.6924605
375,2020-03-22,114.377622377622,6.48635775
376,2020-03-23,222.777777777778,6.670629
377,2020-03-24,220.194444444444,6.613056
378,2020-03-25,204.475524475524,6.68261975
379,2020-03-26,147.944444444444,6.70069075
380,2020-03-27,182.398601398601,6.77898625
381,2020-03-28,218.319444444444,6.99600725
382,2020-03-29,62.6363636363636,7.07497925
383,2020-03-30,59.4791666666667,6.605019
384,2020-03-31,250.293706293706,6.766912
385,2020-04-01,250.0625,6.7901215
386,2020-04-02,242.090909090909,7.0305425
387,2020-04-03,243.368055555556,7.04671775
388,2020-04-04,252.433566433566,6.9839315
389,2020-04-05,247.736111111111,7.72435325
390,2020-04-06,258.41958041958,8.37252816666667
391,2020-04-07,257.604166666667,8.73742814285714
392,2020-04-08,258.503496503496,8.745666375
393,2020-04-09,234.333333333333,9.173952875
394,2020-04-10,262.361111111111,9.348817125
395,2020-04-11,265.335664335664,9.4573225
396,2020-04-12,241.333333333333,9.7694125
397,2020-04-13,246.013986013986,9.86217485714286
398,2020-04-14,278.166666666667,8.94394514285714
399,2020-04-15,283.391608391608,10.563728
400,2020-04-16,259.270833333333,10.6402725
401,2020-04-17,262.34965034965,10.81550875
402,2020-04-18,275.729166666667,10.69633375
403,2020-04-19,217.195804195804,11.418336125
404,2020-04-20,236.076388888889,10.893475
405,2020-04-21,163.391608391608,11.455415
406,2020-04-22,293.840277777778,11.063278
407,2020-04-23,296.629370629371,11.8303
408,2020-04-24,267.791666666667,11.8770375
409,2020-04-25,219.354166666667,12.69511
410,2020-04-26,192.202797202797,12.502705
411,2020-04-27,251.104166666667,13.1002575
412,2020-04-28,82.2727272727273,12.76013
413,2020-04-29,183.506944444444,13.2563471428571
414,2020-04-30,54.7132867132867,13.81744625
415,2020-05-01,76.9375,12.4614775
416,2020-05-02,110.167832167832,12.5027015
417,2020-05-03,287.229166666667,12.9844475
418,2020-05-04,212.58041958042,12.93295125
419,2020-05-05,44.2222222222222,13.08216875
420,2020-05-06,267.034965034965,12.68096125
421,2020-05-07,286.166666666667,13.41374125
422,2020-05-08,262.944055944056,13.766685
423,2020-05-09,255.520833333333,13.84372875
424,2020-05-10,268.944055944056,14.382565
425,2020-05-11,75.1805555555556,13.123395
426,2020-05-12,224.405594405594,14.15524875
427,2020-05-13,95.0069444444444,13.6498
428,2020-05-14,68.4097222222222,13.2920375
429,2020-05-15,96.6853146853147,13.647405
430,2020-05-16,290.652777777778,13.5203925
431,2020-05-17,351.342657342657,13.77856125
432,2020-05-18,348.923611111111,14.1472285714286
433,2020-05-19,314.133802816901,14.5255657142857
434,2020-05-20,326.875,14.8081975
435,2020-05-21,347.622377622378,15.37912125
436,2020-05-22,237.145833333333,15.73838625
437,2020-05-23,118.657342657343,15.387085
438,2020-05-24,290.520833333333,16.2211825
439,2020-05-25,334.762237762238,15.90030625
440,2020-05-26,330.111111111111,16.139985
441,2020-05-27,372.755244755245,16.3541525
442,2020-05-28,303.5,16.76126875
443,2020-05-29,369.587412587413,16.21910125
444,2020-05-30,312.3125,16.5587757142857
445,2020-05-31,363.594405594406,16.63406
446,2020-06-01,372.388888888889,16.85692
447,2020-06-02,352.090909090909,17.05960125
448,2020-06-03,263.284722222222,17.63598
449,2020-06-04,57.9305555555556,17.61870625
450,2020-06-05,115.832167832168,17.0139775
451,2020-06-06,108.847222222222,16.9928725
452,2020-06-07,102.629370629371,17.2613925
453,2020-06-08,249.840277777778,16.72336375
454,2020-06-09,93.7902097902098,16.61829
455,2020-06-10,82.2152777777778,16.75786
456,2020-06-11,239.839160839161,16.74601875
457,2020-06-12,285.020833333333,17.09116125
458,2020-06-13,308.797202797203,16.71658625
459,2020-06-14,58.9513888888889,17.707515
460,2020-06-15,172.86013986014,17.716135
461,2020-06-16,225.854166666667,17.7484675
462,2020-06-17,100.48951048951,17.59346125
463,2020-06-18,248.4375,17.85639625
464,2020-06-19,119.440559440559,18.0062675
465,2020-06-20,294.666666666667,17.774425
466,2020-06-21,319.468531468531,18.10654125
467,2020-06-22,278.493055555556,18.3654066666667
468,2020-06-23,365.356643356643,18.42176875
469,2020-06-24,375.958333333333,18.81287625
470,2020-06-25,366.950704225352,19.0897
471,2020-06-26,179.298611111111,19.44914
472,2020-06-27,249.034965034965,19.89238875
473,2020-06-28,157.625,19.6299625
474,2020-06-29,200.097902097902,19.62701125
475,2020-06-30,252.881944444444,19.6957625
476,2020-07-01,280.041958041958,19.9864871428571
477,2020-07-02,148.173611111111,19.90848
478,2020-07-03,107.27972027972,20.055215
479,2020-07-04,268.354166666667,19.75267625
480,2020-07-05,292.576388888889,19.7738225
481,2020-07-06,219.58041958042,19.26484875
482,2020-07-07,306.083333333333,19.7208525
483,2020-07-08,300.223776223776,19.8971025
484,2020-07-09,270.5,20.03452125
485,2020-07-10,248.664335664336,20.0515025
486,2020-07-11,101.715277777778,20.55002625
487,2020-07-12,319.538461538462,20.15149375
488,2020-07-13,240.013888888889,20.3699
489,2020-07-14,265.384615384615,20.48949
490,2020-07-15,99.0972222222222,NA
491,2020-07-16,48.2867132867133,NA
492,2020-07-17,134.090277777778,NA
493,2020-07-18,250.48951048951,NA
494,2020-07-19,288.652777777778,NA
495,2020-07-20,247.104895104895,NA
496,2020-07-21,171.145833333333,NA
497,2020-07-22,167.0,20.60314
498,2020-07-23,207.013888888889,20.7863066666667
499,2020-07-24,97.7972027972028,21.082405
500,2020-07-25,254.590277777778,20.65231
501,2020-07-26,230.5,20.72972625
502,2020-07-27,349.888111888112,21.06321375
503,2020-07-28,216.868055555556,21.2281625
504,2020-07-29,264.363636363636,21.18547
505,2020-07-30,314.708333333333,21.43129125
506,2020-07-31,290.013986013986,21.77596875
507,2020-08-01,222.854166666667,22.1079825
508,2020-08-02,95.6013986013986,21.38676875
509,2020-08-03,49.3194444444444,21.4675425
510,2020-08-04,86.9440559440559,20.83808375
511,2020-08-05,227.166666666667,20.72572375
512,2020-08-06,274.286713286713,20.84629
513,2020-08-07,254.333333333333,21.036135
514,2020-08-08,293.384615384615,21.15064625
515,2020-08-09,273.284722222222,21.3534175
516,2020-08-10,279.41958041958,21.6109875
517,2020-08-11,231.340277777778,21.8884425
518,2020-08-12,247.265734265734,21.9396833333333
519,2020-08-13,141.513888888889,22.352654
520,2020-08-14,126.923611111111,21.8700575
521,2020-08-15,310.13986013986,21.76980125
522,2020-08-16,272.986111111111,21.67231375
523,2020-08-17,220.706293706294,22.00173875
524,2020-08-18,240.305555555556,21.96856375
525,2020-08-19,263.510489510489,22.01551625
526,2020-08-20,245.777777777778,21.80482375
527,2020-08-21,297.27972027972,21.88644
528,2020-08-22,86.9375,21.79151375
529,2020-08-23,142.713286713287,21.57941625
530,2020-08-24,245.673611111111,21.61384875
531,2020-08-25,240.468531468531,21.63621125
532,2020-08-26,261.833333333333,21.1630775
533,2020-08-27,232.853146853147,21.59395125
534,2020-08-28,123.597222222222,21.47830125
535,2020-08-29,30.0559440559441,21.218415
536,2020-08-30,24.2464788732394,20.44660375
537,2020-08-31,202.715277777778,20.2583625
538,2020-09-01,173.223776223776,20.11582125
539,2020-09-02,238.125,19.77122
540,2020-09-03,269.992957746479,19.97058
541,2020-09-04,260.590277777778,20.05345125
542,2020-09-05,243.412587412587,20.1759475
543,2020-09-06,43.5694444444444,19.66508
544,2020-09-07,193.566433566434,19.84793
545,2020-09-08,255.416666666667,19.74061
546,2020-09-09,231.527777777778,19.80424625
547,2020-09-10,245.923076923077,19.84253875
548,2020-09-11,240.338028169014,19.7019025
549,2020-09-12,232.409722222222,20.07634625
550,2020-09-13,231.756944444444,20.035225
551,2020-09-14,237.371428571429,20.13921625
552,2020-09-15,231.493055555556,20.18825875
553,2020-09-16,171.51048951049,20.3235475
554,2020-09-17,215.652777777778,20.2996028571429
555,2020-09-18,175.062937062937,20.01044
556,2020-09-19,118.458333333333,20.0042275
557,2020-09-20,206.503496503497,20.177205
558,2020-09-21,196.013888888889,20.36679375
559,2020-09-22,129.846153846154,20.50551875
560,2020-09-23,95.986013986014,20.481325
561,2020-09-24,126.048611111111,20.465305
562,2020-09-25,33.4685314685315,19.81027
563,2020-09-26,52.3055555555556,18.93941125
564,2020-09-27,106.86013986014,18.2519275
565,2020-09-28,178.347222222222,17.864535
566,2020-09-29,42.0208333333333,17.60857375
567,2020-09-30,154.524475524476,17.43961625
568,2020-10-01,111.958333333333,17.37501625
569,2020-10-02,70.020979020979,17.267175
570,2020-10-03,122.9375,17.02133125
571,2020-10-04,146.090909090909,16.81585
572,2020-10-05,87.5625,16.6425425
573,2020-10-06,72.75,16.400215
574,2020-10-07,91.2916666666667,16.145645
575,2020-10-08,147.601398601399,16.021935
576,2020-10-09,149.868055555556,15.97943
577,2020-10-10,40.3426573426573,15.99099875
578,2020-10-11,104.916666666667,15.80282625
579,2020-10-12,56.6319444444444,15.50307875
580,2020-10-13,126.006993006993,15.18377625
581,2020-10-14,166.75,14.897215
582,2020-10-15,33.4545454545455,14.62154875
583,2020-10-16,45.9166666666667,14.3954071428571
584,2020-10-17,69.4265734265734,NA
585,2020-10-18,106.618055555556,NA
586,2020-10-19,109.804195804196,13.9902275
587,2020-10-20,112.944444444444,13.87843
588,2020-10-21,49.1468531468531,13.7807025
589,2020-10-22,91.4652777777778,13.72043125
590,2020-10-23,28.4545454545455,13.7505725
591,2020-10-24,114.708333333333,13.7815275
592,2020-10-25,119.867132867133,13.7807542857143
593,2020-10-26,12.125,13.65151875
594,2020-10-27,102.972027972028,13.2933525
595,2020-10-28,67.9444444444444,13.119945
596,2020-10-29,37.4755244755245,12.98148625
597,2020-10-30,123.423611111111,12.92706875
598,2020-10-31,62.0555555555556,12.8659475
599,2020-11-01,44.8601398601399,12.7517075
600,2020-11-02,106.034722222222,12.8281775
601,2020-11-03,19.2237762237762,12.87957
602,2020-11-04,21.0416666666667,12.69544375
603,2020-11-05,27.7482517482517,12.505485
604,2020-11-06,79.1041666666667,12.42545875
605,2020-11-07,86.2237762237762,12.3903875
606,2020-11-08,65.3888888888889,12.28185125
607,2020-11-09,90.1468531468531,12.19488375
608,2020-11-10,48.6041666666667,12.08555125
609,2020-11-11,24.3776223776224,11.9614428571429
610,2020-11-12,84.3194444444444,11.86896
611,2020-11-13,96.7762237762238,11.7571425
612,2020-11-14,100.854166666667,11.65712375
613,2020-11-15,90.3496503496503,11.52658875
614,2020-11-16,55.8680555555556,11.44616375
615,2020-11-17,91.5314685314685,11.41442875
616,2020-11-18,70.6388888888889,11.350365
617,2020-11-19,20.1538461538462,11.179785
618,2020-11-20,37.5138888888889,10.95937625
619,2020-11-21,86.8958333333333,10.73457125
620,2020-11-22,42.9090909090909,10.4984275
621,2020-11-23,67.4375,10.32772625
622,2020-11-24,34.1468531468531,10.1604525
623,2020-11-25,13.3194444444444,9.9849265
624,2020-11-26,21.4895104895105,9.820052875
625,2020-11-27,24.25,9.67261571428571
626,2020-11-28,16.5664335664336,9.4595845
627,2020-11-29,6.77083333333333,9.23613725
628,2020-11-30,14.8391608391608,8.99339075
629,2020-12-01,12.4513888888889,8.74066825
630,2020-12-02,15.013986013986,8.5404085
631,2020-12-03,63.9930555555556,8.3781445
632,2020-12-04,19.4475524475524,8.19344725
633,2020-12-05,21.8333333333333,8.03004925
634,2020-12-06,13.8741258741259,7.8802605
635,2020-12-07,31.1180555555556,7.7325985
636,2020-12-08,20.3333333333333,7.62544375
637,2020-12-09,11.5594405594406,7.52043325
638,2020-12-10,18.4275362318841,7.40358475
639,2020-12-11,34.1987639060569,7.26927125
640,2020-12-12,25.5966666666667,7.19382775
641,2020-12-13,14.2618649965205,7.1248205
642,2020-12-14,34.859735744089,7.047053
643,2020-12-15,24.4700486448923,6.974447
644,2020-12-16,25.6118219749652,6.92766225
645,2020-12-17,46.9698887343533,6.87671825
646,2020-12-18,47.4569541029207,6.82855975
647,2020-12-19,20.703125,6.76346825
648,2020-12-20,32.341225626741,6.69344025
649,2020-12-21,20.1525400139179,6.6546055
