,date,thermocl
163,1986-07-28,5.3824465389994
164,1986-08-25,6.31871423843405
165,1986-09-22,7.09399309836235
166,1986-10-20,8.94440256407226
167,1986-11-17,11.8875976513815
168,1986-12-15,30.0
169,1987-03-09,30.0
170,1987-04-13,0.5
171,1987-04-24,1.93853862541941
172,1987-05-04,8.38889260286225
173,1987-05-11,6.79034705379376
174,1987-05-25,1.98620886129767
175,1987-06-09,8.19045475629171
176,1987-07-06,4.17858314858729
177,1987-08-10,6.60642664581765
178,1987-09-07,6.4803802782579
179,1987-10-05,8.84582597917476
180,1987-11-02,10.4846253390803
181,1987-12-07,18.8720052450759
182,1988-01-04,30.0
183,1988-02-01,30.0
184,1988-02-29,30.0
185,1988-03-28,30.0
186,1988-04-27,2.27835708261737
187,1988-05-09,4.45398617616201
188,1988-05-25,5.65362717019445
189,1988-06-06,7.22797915293658
190,1988-06-20,4.68114950211444
191,1988-07-11,6.15835148340129
192,1988-08-15,5.97363724021077
193,1988-09-12,7.96244802320119
194,1988-10-03,8.85718844011148
195,1988-11-07,11.5269702476114
196,1988-12-05,30.0
197,1989-01-03,30.0
198,1989-01-30,30.0
199,1989-02-27,30.0
200,1989-03-28,2.00299601363144
201,1989-04-21,8.56060472056177
202,1989-05-22,4.56062788878911
203,1989-06-21,6.28223018270315
204,1989-07-17,6.46234843289543
205,1989-08-14,6.94812960843821
206,1989-09-12,8.70615718191904
207,1989-10-16,9.7137900408882
208,1989-11-06,9.54794742463331
209,1989-12-04,30.0
210,1990-01-08,30.0
211,1990-02-05,30.0
212,1990-03-05,30.0
213,1990-04-02,2.85152528922027
214,1990-04-30,6.38304426696813
215,1990-06-25,5.92581292649869
216,1990-07-18,4.62023697161714
217,1990-08-20,6.58354292775335
218,1990-09-18,8.89626346752878
219,1990-10-15,11.2195617655542
220,1990-11-12,13.8050767074021
221,1990-12-10,30.0
222,1991-01-07,30.0
223,1991-01-28,30.0
224,1991-03-04,30.0
225,1991-03-25,13.470788925859
226,1991-04-29,5.93540992541236
227,1991-05-27,4.93051991968538
228,1991-06-24,6.27249189358188
229,1991-07-22,5.84900966056092
230,1991-08-19,6.31048711931486
231,1991-09-16,7.22236138198839
232,1991-10-14,8.83814994434733
233,1991-11-11,11.563641411387
234,1991-12-09,30.0
235,1992-01-06,30.0
236,1992-02-24,0.5
237,1992-03-30,30.0
238,1992-04-24,4.12201536237967
239,1992-05-15,5.43018963002124
240,1992-05-25,4.78147022148197
241,1992-06-22,6.56320917727705
242,1992-07-20,5.77117415696741
243,1992-08-17,6.47502434639313
244,1992-09-14,8.57210489969744
245,1992-10-12,8.91043614468066
246,1992-11-09,13.835320333469
247,1992-12-07,21.6049570104201
248,1993-02-01,30.0
249,1993-03-01,30.0
250,1993-03-29,26.25
251,1993-04-28,4.19268065045099
252,1993-05-24,5.62236195514001
253,1993-06-21,6.15260419114063
254,1993-07-19,6.63546396680663
255,1993-08-16,4.25088366102736
256,1993-09-13,8.30800705663953
257,1993-10-04,8.87081397037622
258,1993-11-15,12.7317683886856
259,1993-12-06,30.0
260,1994-01-03,30.0
261,1994-01-31,30.0
262,1994-02-28,30.0
263,1994-03-28,0.5
264,1994-04-25,1.95787551710359
265,1994-05-25,5.60635766915324
266,1994-06-20,5.21648817571605
267,1994-07-11,5.54963838415652
268,1994-08-15,6.50064104243797
269,1994-09-19,8.90051766918898
270,1994-10-10,9.03893113622857
271,1994-11-09,11.4713890950012
272,1994-12-05,13.8957545020861
273,1995-02-06,30.0
274,1995-03-06,30.0
275,1995-04-03,30.0
276,1995-05-02,5.48678886136478
277,1995-05-30,4.58203361829649
278,1995-06-26,5.43492927273843
279,1995-07-26,4.81180685167714
280,1995-08-21,6.32151841536755
281,1995-09-18,8.7903299884432
282,1995-10-16,9.02774530134421
283,1995-11-13,11.3977568287828
284,1995-12-13,30.0
285,1996-01-10,30.0
286,1996-02-05,1.9
287,1996-03-04,30.0
288,1996-04-01,30.0
289,1996-04-29,3.8289843173856
290,1996-05-29,6.50449059332778
291,1996-06-24,6.55792670652339
292,1996-07-22,5.24831000996919
293,1996-08-19,6.94263074456044
294,1996-09-23,8.94725069868211
295,1996-10-21,10.9107202572504
296,1996-11-11,13.6484285839085
297,1996-12-09,30.0
298,1997-03-03,30.0
299,1997-04-01,11.0592792268136
300,1997-04-28,4.56712346849844
301,1997-05-26,5.88110268991808
302,1997-06-23,6.80232800384899
303,1997-07-14,8.45132491865107
304,1997-08-11,5.85515989088205
305,1997-09-04,8.12856292136147
306,1997-10-13,8.96430698964571
307,1997-10-31,12.8807076445365
308,1997-12-08,30.0
309,1998-01-05,30.0
310,1998-02-02,30.0
311,1998-03-02,30.0
312,1998-04-06,1.85266523349572
313,1998-04-28,2.90032794607006
314,1998-05-25,5.78622591225528
315,1998-06-22,6.09994924439675
316,1998-07-21,6.25600579229243
317,1998-08-18,6.45571774376644
318,1998-09-14,8.87979126333108
319,1998-10-12,11.2888342292196
320,1998-11-09,14.2670026685334
321,1998-12-07,30.0
322,1999-01-04,30.0
323,1999-02-03,30.0
324,1999-03-01,30.0
325,1999-03-29,0.5
326,1999-04-26,2.07856794304964
327,1999-05-25,6.41015387020322
328,1999-06-21,6.35338231689957
329,1999-07-19,5.55716289197423
330,1999-08-16,6.40347638642316
331,1999-09-06,6.71587150515854
332,1999-11-08,11.3617010367815
333,1999-12-06,30.0
334,2000-02-22,30.0
335,2000-03-20,8.75
336,2000-04-06,11.053398930533
337,2000-05-15,4.23245002225315
338,2000-06-13,5.41464647772331
339,2000-07-10,6.44333031798958
340,2000-08-07,7.89425207692468
341,2000-09-06,6.80426633505428
342,2000-11-06,11.3619313229456
343,2000-12-13,16.4750070867297
344,2001-01-23,30.0
345,2001-02-19,30.0
346,2001-03-26,21.4950663552941
347,2001-04-24,11.591812681452
348,2001-05-30,5.3444042918373
349,2001-06-25,6.25106988155891
350,2001-07-23,6.71145806426202
351,2001-08-27,5.95883963326542
352,2001-09-24,9.46060447463354
353,2001-10-22,9.42891918058172
354,2001-11-19,16.3606290383984
355,2001-12-17,30.0
356,2002-01-28,30.0
357,2002-02-28,30.0
358,2002-03-25,8.88230819119676
359,2002-04-29,7.16235425210625
360,2002-05-27,5.72252805770926
361,2002-06-25,4.62468804511378
362,2002-07-22,6.44124768746202
363,2002-08-26,7.00266345475147
364,2002-09-23,8.91517188864647
365,2002-10-21,11.5135717650244
366,2002-11-18,16.3222908955128
367,2002-12-16,30.0
368,2003-01-20,30.0
369,2003-03-10,30.0
370,2003-04-14,5.79020754984845
371,2003-05-19,5.56103628554378
372,2003-06-16,30.0
373,2003-07-21,6.13694687226176
374,2003-08-13,5.66191608898674
375,2003-09-16,8.42615773241906
376,2003-10-20,11.2639626940526
377,2003-11-17,13.8459434129147
378,2003-12-11,19.4299275166573
379,2004-01-26,30.0
380,2004-02-16,30.0
381,2004-03-08,30.0
382,2004-04-14,8.99777183701317
383,2004-05-18,5.18685165086958
384,2004-06-21,5.91774876018568
385,2004-07-19,5.87265698256562
386,2004-08-16,6.35602811719199
387,2004-09-20,6.78937842843
388,2004-10-18,9.10764206008245
389,2004-11-15,11.4610854739736
390,2004-12-13,30.0
391,2005-01-31,30.0
392,2005-02-21,30.0
393,2005-03-15,30.0
394,2005-04-19,7.74878983060749
395,2005-05-23,8.14202958661837
396,2005-06-20,5.87149432037183
397,2005-07-18,6.20533130464474
398,2005-08-22,7.25550342516905
399,2005-09-19,8.2214366333801
400,2005-10-17,8.9822979806387
401,2005-11-14,11.2551737600672
402,2005-12-12,30.0
403,2006-02-27,30.0
404,2006-03-20,30.0
405,2006-04-18,2.31196546510177
406,2006-05-15,4.60653857881892
407,2006-06-12,5.68171105335033
408,2006-07-10,6.06941194806964
409,2006-08-14,7.38388539858238
410,2006-09-12,7.92193907553671
411,2006-10-16,9.33914826765841
412,2006-11-06,11.2728322993647
413,2006-12-04,13.8294851996958
414,2007-01-22,30.0
415,2007-02-12,30.0
416,2007-03-12,13.6239072647292
417,2007-04-10,3.50295395249508
418,2007-05-14,7.75026148236322
419,2007-06-11,5.60294584450674
420,2007-07-09,8.34184957269448
421,2007-08-06,6.84656747493462
422,2007-09-11,8.79064524036507
423,2007-10-08,8.90402179175439
424,2007-11-05,13.8072913803781
425,2007-12-05,30.0
426,2008-01-14,30.0
427,2008-02-11,30.0
428,2008-03-10,30.0
429,2008-04-15,4.30744888850728
430,2008-05-13,3.96635227497169
431,2008-06-09,5.92649788822856
432,2008-07-14,6.36784327816168
433,2008-08-11,6.29666988223726
434,2008-09-15,8.60943698603688
435,2008-10-13,10.2508946725896
436,2008-11-10,11.6557451111911
437,2008-12-08,30.0
438,2009-02-09,30.0
439,2009-03-02,30.0
440,2009-04-06,1.91881170913658
441,2009-05-11,4.47131081190569
442,2009-06-15,7.87614275354291
443,2009-07-13,7.13035433699768
444,2009-08-10,30.0
445,2009-09-07,8.81560499710581
446,2009-10-19,11.4443941034218
447,2009-11-09,13.8006106587955
448,2009-12-07,16.1872389523444
449,2010-01-11,30.0
450,2010-02-08,30.0
451,2010-03-10,30.0
452,2010-04-12,4.76139943798049
453,2010-05-10,6.0265853580202
454,2010-06-14,4.47380869175262
455,2010-07-12,4.29899967581864
456,2010-08-09,8.6689682779934
457,2010-09-15,11.0265803481255
458,2010-10-18,11.3763396609837
459,2010-11-08,12.53677760004
460,2010-12-07,30.0
461,2011-01-10,30.0
462,2011-02-14,30.0
463,2011-03-07,30.0
464,2011-04-05,1.93573101887847
465,2011-06-06,6.39810161387208
466,2011-07-11,6.64639219057342
467,2011-08-15,8.28478540199851
468,2011-09-14,8.52955972632659
469,2011-10-10,10.36900581617
470,2011-11-07,12.0242139965186
471,2011-12-12,18.8901922284294
472,2012-01-09,30.0
473,2012-03-05,30.0
474,2012-04-02,4.1373312925509
475,2012-05-07,4.5871464518101
476,2012-06-04,4.63219852701259
477,2012-07-02,6.10374442274473
478,2012-08-06,7.75039339097707
479,2012-09-03,8.72662049637925
480,2012-10-01,9.22268908863665
481,2012-11-05,13.8321845177547
482,2012-12-10,30.0
483,2013-01-08,30.0
484,2013-02-04,30.0
485,2013-03-04,0.5
486,2013-04-08,30.0
487,2013-05-13,4.06532970550165
488,2013-06-03,8.58779944270316
489,2013-07-01,6.34094206986937
490,2013-08-05,5.73463281905828
491,2013-09-02,8.07459500525171
492,2013-10-07,9.07095906626706
493,2013-11-04,11.4445399802223
494,2013-12-02,14.0129808774715
495,2014-01-07,30.0
496,2014-02-03,30.0
497,2014-03-03,30.0
498,2014-04-07,2.09918948092618
499,2014-05-05,6.34119716058318
500,2014-06-02,6.23644589528498
501,2014-07-07,6.35014489987706
502,2014-08-04,8.28190687060238
503,2014-09-01,9.79097771993461
504,2014-10-06,9.21306005675791
505,2014-11-03,11.3666102323043
506,2014-12-01,13.8777882498695
507,2015-01-06,30.0
508,2015-02-02,30.0
509,2015-03-02,30.0
510,2015-04-13,0.5
511,2015-05-04,8.53142282624368
512,2015-06-01,6.23173549441366
513,2015-07-06,5.27114414086356
514,2015-08-03,5.98500553168467
515,2015-09-07,8.44136623199955
516,2015-10-05,9.57428527770879
517,2015-11-02,11.4232336575245
518,2015-12-02,17.7576380381589
